"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
778;"LOCATION";"Connecticut";"O";"be in";"LOCATION";"Hartford";1.0
779;"ORGANIZATION";"Connecticut Post";"O";"be in";"LOCATION";"Bridgeport";1.0
780;"PERSON";"Jackie McLean";"O";"be of";"LOCATION";"Hartford";1.0
781;"ORGANIZATION";"Chamber of Commerce text";"O";"be from";"ORGANIZATION";"Wikidata Official";1.0
782;"ORGANIZATION";"Albany Annapolis Augusta Boston Concord Dover Hartford Harrisburg Montpelier Providence Trenton Authority";"O";"be capital of";"ORGANIZATION";"Waterbury Wilmington Worcester State";1.0
783;"ORGANIZATION";"Connecticut Cities in Connecticut Cities";"O";"be in";"LOCATION";"Hartford County";1.0
784;"ORGANIZATION";"Wikipedia";"O";"be reference of";"ORGANIZATION";"wikisource";1.0
785;"LOCATION";"Florida";"O";"have";"LOCATION";"Sunshine City";1.0
786;"ORGANIZATION";"Florida Location";"O";"be in";"LOCATION";"United States";1.0
787;"LOCATION";"Petersburg";"O";"be city in";"LOCATION";"Pinellas County";1.0
788;"LOCATION";"Petersburg";"O";"be second-largest city in";"LOCATION";"Tampa Bay Area";1.0
789;"PERSON";"Petersburg";"O";"be found in by";"PERSON";"John C";1.0
790;"PERSON";"Petersburg";"O";"be to";"LOCATION";"Tampa";1.0
791;"PERSON";"Perry Snell";"O";"be by";"ORGANIZATION";"Snell Isles";1.0
792;"LOCATION";"Petersburg";"O";"be with";"LOCATION";"Manatee County";1.0
793;"ORGANIZATION";"Major League Baseball";"O";"give";"PERSON";"St";1.0
794;"ORGANIZATION";"Major League Baseball";"O";"of";"ORGANIZATION";"Tampa Bay Rays";1.0
795;"ORGANIZATION";"Wikimedia Foundation";"O";"be found by";"PERSON";"Jimmy Wales";1.0
796;"PERSON";"Petersburg";"O";"be to";"LOCATION";"San Francisco Bay Area";1.0
797;"LOCATION";"Petersburg";"O";"lie";"PERSON";"Snell Isle";1.0
798;"PERSON";"Petersburg";"O";"have";"PERSON";"Koppen Cfa";1.0
799;"LOCATION";"All Children 's hospital";"LOCATION";"be 's";"PERSON";"Johns Hopkins";1.0
800;"LOCATION";"Petersburg";"O";"be";"LOCATION";"Ribfest";1.0
801;"LOCATION";"Santa Parade";"O";"follow by";"PERSON";"snowfest";1.0
802;"LOCATION";"Santa";"O";"skate in";"LOCATION";"North Straub Park";1.0
803;"LOCATION";"Petersburg West";"O";"be on";"LOCATION";"Central Avenue";1.0
804;"PERSON";"Raymond James Stadium";"O";"be in";"ORGANIZATION";"Tampa Bay Area Club Sport League Venue Tampa Bay Buccaneers Football National Football League";1.0
805;"LOCATION";"Charlotte Sports Park";"O";"be in";"LOCATION";"Port Charlotte";1.0
806;"ORGANIZATION";"Tampa Bay Rowdies";"O";"play at";"LOCATION";"Al Lang Stadium";1.0
807;"PERSON";"DeAndrew Rubin";"O";"be player in";"ORGANIZATION";"NFL";1.0
808;"PERSON";"Boof Bonser";"O";"be pitcher of";"ORGANIZATION";"Minnesota twin";1.0
809;"PERSON";"Dan Wheldon";"O";"be champion of";"LOCATION";"Indianapolis";1.0
810;"LOCATION";"Petersburg";"O";"be campus in";"ORGANIZATION";"University";1.0
811;"PERSON";"Petersburg";"O";"be";"ORGANIZATION";"Poynter Institute";1.0
812;"ORGANIZATION";"Stetson Law School";"O";"be located in";"LOCATION";"Gulfport";1.0
813;"LOCATION";"Bradenton";"O";"be by";"LOCATION";"Sunshine Skyway Bridge";1.0
814;"LOCATION";"Petersburg";"O";"be provide by";"ORGANIZATION";"PSTA";1.0
815;"PERSON";"Petersburg";"O";"be available such as";"ORGANIZATION";"municipal Marina";1.0
816;"LOCATION";"Japan";"O";"be since";"PERSON";"Saint Petersburg";1.0
817;"ORGANIZATION";"Wikimedia Foundation move";"O";"be to";"LOCATION";"Bay Area";1.0
818;"PERSON";"Petersburg";"O";"be for";"LOCATION";"San Francisco";1.0
819;"PERSON";"Petersburg";"O";"have";"ORGANIZATION";"BayWalk";1.0
820;"ORGANIZATION";"Tampa Bay Times";"O";"be | of";"LOCATION";"Tampa Bay";1.0
821;"LOCATION";"St Petersburg Clearwater";"O";"be | visit of";"ORGANIZATION";"Boyd Hill Nature Park & Lake Maggiore Environmental Education Center";1.0
822;"PERSON";"Winky Wright";"O";"be boxer of";"PERSON";"Petersburg";1.0
823;"PERSON";"Pete";"O";"be to";"ORGANIZATION";"Host Hometown Victory Party";1.0
824;"LOCATION";"Florida U.S";"ORGANIZATION";"be of";"ORGANIZATION";"University of South";1.0
825;"LOCATION";"Tampa St";"O";"be city of";"ORGANIZATION";"Tampa Bay Area Topics Tampa Bay climate history Media Sports Tampa International Airport Hillsborough County Public Schools Pinellas County Schools University of South Florida Central";1.0
826;"LOCATION";"Daytona Beach Fort Myers-Naples Gainesville-Ocala Lakeland-Winter Haven Orlando";"O";"be radio market of";"ORGANIZATION";"XM Channel Sirius Channel nearby";1.0
827;"ORGANIZATION";"Feather Sound Greenbriar Harbor Bluffs Lealman Palm Harbor Ridgecrest South Highpoint Tierra Verde West Lealman Unincorporated";"O";"be cdps of";"LOCATION";"Petersburg Seminole South Pasadena Tarpon Springs Treasure Island Towns Belleair Belleair Shore Indian Shores Kenneth City North Redington Beach Redington Beach Redington Shores";1.0
828;"PERSON";"Lenny Curry";"O";"be in";"LOCATION";"Florida";1.0
829;"ORGANIZATION";"Hrvatski Ido Bahasa Indonesia Interlingua Italiano";"O";"be ??? of";"PERSON";"Gaelg Gàidhlig Galego";1.0
830;"LOCATION";"Ohio";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
831;"LOCATION";"Ohio City City";"O";"be of";"ORGANIZATION";"Canton Skyline";1.0
832;"ORGANIZATION";"country United States State Ohio County Stark";"ORGANIZATION";"found";"ORGANIZATION";"incorporate";1.0
833;"LOCATION";"Middle";"O";"be of";"LOCATION";"Nimishillen Creek";1.0
834;"LOCATION";"Youngstown";"O";"be in";"LOCATION";"Mahoning County";1.0
835;"ORGANIZATION";"Presidential Library & Museum Canton";"O";"be of";"PERSON";"William McKinley William McKinley";1.0
836;"PERSON";"McKinley";"O";"first practice law in";"LOCATION";"Canton";1.0
837;"LOCATION";"Canton";"O";"be now site of";"ORGANIZATION";"William McKinley Presidential Library";1.0
838;"LOCATION";"Canton";"O";"be border by";"LOCATION";"Plain Township";1.0
839;"PERSON";"David R";"O";"be ward of";"ORGANIZATION";"West Council Ward Jason Scaglione Council Ward Chris Smith -lrb- Assistant Majority Leader -rrb- Council Ward Robert Fisher Council";1.0
840;"PERSON";"Edmond J";"O";"be ward of";"ORGANIZATION";"Dougherty Council Ward John Mariol II Council";1.0
841;"PERSON";"Joseph Martuccio";"O";"be director of";"PERSON";"Kim Perez Law";1.0
842;"ORGANIZATION";"Timken Company";"O";"neighbor";"LOCATION";"Jackson Township";1.0
843;"LOCATION";"Belden Village mall";"O";"be in";"LOCATION";"Jackson Township";1.0
844;"ORGANIZATION";"Canton Legends";"O";"play at";"ORGANIZATION";"Canton Civic Center";1.0
845;"ORGANIZATION";"Coyotes";"O";"move to";"LOCATION";"Columbia";1.0
846;"ORGANIZATION";"Amtrak";"O";"offer service to";"LOCATION";"Chicago";1.0
847;"ORGANIZATION";"Norfolk Southern";"O";"provide freight service in";"LOCATION";"Canton";1.0
848;"LOCATION";"Canton";"O";"be";"LOCATION";"Canton";1.0
849;"PERSON";"Colbert";"O";"offer apology to";"LOCATION";"Canton";1.0
850;"PERSON";"Elaine Filadelfo";"O";"be spokeswoman of";"ORGANIZATION";"Google";1.0
851;"LOCATION";"Canton";"O";"be sister citiesedit of";"LOCATION";"Ohio";1.0
852;"LOCATION";"Ohio";"O";"be to";"LOCATION";"Akron";1.0
853;"LOCATION";"Ohio";"O";"be to";"LOCATION";"Cleveland";1.0
854;"ORGANIZATION";"Tzangas Plakas Mannos Ltd";"O";"be | attorney | of";"PERSON";"Mack";1.0
855;"PERSON";"Sherrod Brown";"O";"be senator of";"LOCATION";"United States";1.0
856;"PERSON";"Stephen Colbert";"O";"slam";"LOCATION";"Canton";1.0
857;"PERSON";"Stephen Colbert";"O";"slam";"LOCATION";"Canton";1.0
858;"LOCATION";"Canton";"O";"create sister cities in";"LOCATION";"Israel";0.9571416156443027
859;"LOCATION";"Canton";"O";"be of";"ORGANIZATION";"Encyclopædia Britannica";1.0
860;"LOCATION";"Ohio Cities";"O";"be in";"LOCATION";"Stark County";1.0
861;"ORGANIZATION";"city of Newport News";"O";"be independent city of";"LOCATION";"Virginia";1.0
862;"ORGANIZATION";"Virginia Location";"O";"be in";"LOCATION";"United States";1.0
863;"PERSON";"Baron De La Warr";"O";"be in";"LOCATION";"James River";1.0
864;"LOCATION";"Newcestown";"O";"be near";"LOCATION";"Bandon";1.0
865;"PERSON";"Collis";"O";"be merchant of";"LOCATION";"California";1.0
866;"LOCATION";"Williamsburg";"O";"be to";"ORGANIZATION";"Newport News";1.0
867;"PERSON";"Dan Quayle";"O";"be of";"LOCATION";"United States";1.0
868;"LOCATION";"Town Center drive at City Center";"O";"be at";"LOCATION";"Oyster Point";1.0
869;"ORGANIZATION";"City Center";"O";"be at";"LOCATION";"Oyster Point";1.0
870;"PERSON";"Hunter";"O";"have";"PERSON";"Glenn";1.0
871;"ORGANIZATION";"Mariners";"O";"be the of";"LOCATION";"Virginia";1.0
872;"ORGANIZATION";"Mason Dixon League";"O";"include";"LOCATION";"Peninsula Pirates";1.0
873;"PERSON";"Antoine Bethea";"O";"be from";"ORGANIZATION";"Newport News";1.0
874;"ORGANIZATION";"NCAA";"O";"be offer of";"ORGANIZATION";"Old Dominion University";1.0
875;"LOCATION";"War Memorial Stadium";"O";"be in";"LOCATION";"Hampton";1.0
876;"ORGANIZATION";"recreation and Tourism Fort Fun";"O";"be in";"LOCATION";"Huntington Park Newport News Parks";1.0
877;"LOCATION";"Endview Plantation";"O";"be to";"LOCATION";"King-Lincoln Park";1.0
878;"ORGANIZATION";"United States District Court";"O";"be for";"ORGANIZATION";"Eastern District of Virginia";1.0
879;"ORGANIZATION";"Newport News";"O";"have";"ORGANIZATION";"Circuit court";1.0
880;"LOCATION";"York County";"O";"be operate by";"ORGANIZATION";"Williamsburg Area Transit Authority";1.0
881;"LOCATION";"Creek Reservoir";"O";"be of";"ORGANIZATION";"Newport News Waterworks";1.0
882;"ORGANIZATION";"Skiffe";"O";"at";"LOCATION";"Creek";1.0
883;"LOCATION";"Riverside Hospital";"O";"also know as";"ORGANIZATION";"Riverside Regional Medical Center";1.0
884;"ORGANIZATION";"Virginia company";"O";"be of";"LOCATION";"London";1.0
885;"ORGANIZATION";"District Court";"O";"be for";"LOCATION";"Eastern District of Virginia";1.0
886;"LOCATION";"Chesapeake Hampton Newport News Norfolk Portsmouth Poquoson Suffolk Virginia Beach Williamsburg Counties Currituck Gloucester Isle";"O";"be beach-norfolk-newport news metropolitan area cities of";"LOCATION";"Hampton road Virginia";1.0
887;"LOCATION";"Britain";"O";"of";"ORGANIZATION";"Parliament";1.0
888;"PERSON";"Jeanne";"O";"pass to";"LOCATION";"Palm Beach County";1.0
889;"LOCATION";"Everglades Hollywood";"O";"be know as";"LOCATION";"West pine";1.0
890;"ORGANIZATION";"Educationedit Broward County Public Schools";"O";"serve";"LOCATION";"Pembroke pine";1.0
891;"LOCATION";"Pembroke pine campus";"O";"be of";"ORGANIZATION";"Broward College Keiser University";1.0
892;"LOCATION";"Pembroke pine";"O";"have percentage in";"LOCATION";"US";1.0
893;"PERSON";"Shayne Gostisbehere";"O";"be for";"ORGANIZATION";"Indianapolis Colts";1.0
894;"PERSON";"Walter C";"O";"be for";"ORGANIZATION";"Cincinnati Bengals";1.0
895;"LOCATION";"Florida";"O";"be at";"LOCATION";"OpenStreetMap City of Pembroke pine";1.0
896;"LOCATION";"Normandy Isles North Shore Ocean Drive Phillip";"ORGANIZATION";"be of";"ORGANIZATION";"Conservatory Museum of Contemporary Art New World Symphony Orchestra";1.0
897;"PERSON";"Lenny Curry";"O";"be in";"LOCATION";"Florida";1.0
898;"ORGANIZATION";"Florida Emerald Coast First Coast Florida Heartland Florida Keys";"O";"be park tourist attraction transportation society floridians culture crime demographics economy education politics sports regions big bend central of";"ORGANIZATION";"law Media Newspapers Radio TV State";1.0
899;"PERSON";"Taylor";"O";"be counties of";"LOCATION";"United States State Texas";1.0
900;"LOCATION";"Taylor";"O";"be in";"LOCATION";"West Texas";1.0
901;"LOCATION";"Lake Fort Phantom Hill";"O";"be in";"LOCATION";"Abilene";1.0
902;"ORGANIZATION";"Texas & Pacific Railway";"O";"be in";"LOCATION";"Abilene";1.0
903;"ORGANIZATION";"McMurry College";"O";"later become";"ORGANIZATION";"McMurry University";1.0
904;"LOCATION";"Abilene";"O";"bring cisco junior college to";"LOCATION";"Abilene";1.0
905;"LOCATION";"Abilene";"O";"purchase land for";"LOCATION";"U.S";1.0
906;"LOCATION";"Abilene";"O";"seat of";"LOCATION";"Taylor County";1.0
907;"PERSON";"Charles Stenholm";"O";"become";"LOCATION";"U.S";1.0
908;"PERSON";"Randy Neugebauer";"O";"become";"LOCATION";"U.S";1.0
909;"PERSON";"Jodey Arrington";"O";"become";"LOCATION";"U.S";1.0
910;"ORGANIZATION";"Texas Department of Criminal Justice";"ORGANIZATION";"of department be";"ORGANIZATION";"TDCJ";1.0
911;"ORGANIZATION";"United States Postal Service";"O";"operate";"ORGANIZATION";"Abilene Southern Hills Post Office";1.0
912;"ORGANIZATION";"Marshal Tom Hill House";"O";"be in";"LOCATION";"Buffalo Gap Historic Village";1.0
913;"PERSON";"Henry Moreland";"O";"operate";"ORGANIZATION";"Abilene Dr Pepper";1.0
914;"PERSON";"Joan Crawford";"O";"be actress of";"LOCATION";"Hollywood";1.0
915;"ORGANIZATION";"Davis House";"O";"be at";"LOCATION";"Victoria Street";1.0
916;"ORGANIZATION";"Abilene court";"O";"be at";"LOCATION";"South Eleventh Street";1.0
917;"ORGANIZATION";"Abilene Zoo";"O";"be popular attraction in";"LOCATION";"Abilene";1.0
918;"LOCATION";"Abilene Abilene City Hall Windsor Hotel look";"O";"be on";"LOCATION";"Cypress Street Vera Hall Minter Park";1.0
919;"ORGANIZATION";"Bank of America Tower First Central Presbyterian Church";"O";"be in";"LOCATION";"Abilene";1.0
920;"ORGANIZATION";"Abilene Reporter-News";"O";"be newspapersedit the of";"LOCATION";"Texas";1.0
921;"PERSON";"Roy Crane";"O";"be of";"ORGANIZATION";"ACU";1.0
922;"PERSON";"Bob Estes";"O";"be in";"LOCATION";"Abilene";1.0
923;"PERSON";"David W";"O";"be at";"ORGANIZATION";"Abilene Christian University";1.0
924;"PERSON";"Susan King";"O";"be of";"ORGANIZATION";"Abilene Christian University";1.0
925;"PERSON";"Bill Jones";"O";"be for";"ORGANIZATION";"Chicago Bears";1.0
926;"PERSON";"John Lackey";"O";"be for";"ORGANIZATION";"Minnesota Vikings";1.0
927;"PERSON";"Gary D";"O";"be for";"ORGANIZATION";"Chicago Cubs";1.0
928;"PERSON";"Billy Maxwell";"O";"be of";"ORGANIZATION";"Abilene Christian University";1.0
929;"PERSON";"Lou Halsell Rodenberger";"O";"be of";"ORGANIZATION";"Hardin-Simmons University";1.0
930;"PERSON";"Bill Sharman";"O";"be at";"ORGANIZATION";"McMurry University";1.0
931;"ORGANIZATION";"Standard Broadcasting station";"O";"be of";"LOCATION";"United States";1.0
932;"LOCATION";"Texas";"O";"be on";"PERSON";"Coe";1.0
933;"LOCATION";"Abilene";"O";"be in";"LOCATION";"West Texas";1.0
934;"ORGANIZATION";"historical publishing Network";"O";"be for";"ORGANIZATION";"Abilene Preservation League";1.0
935;"ORGANIZATION";"West Texas Digital Archives";"O";"be via";"ORGANIZATION";"University of North Texas Libraries";1.0
936;"PERSON";"Sylvester Turner";"O";"be in";"LOCATION";"Texas";1.0
937;"ORGANIZATION";"Greater Boston Area Ranked";"O";"be metro of";"ORGANIZATION";"Boston Largest";1.0
938;"PERSON";"Jonathan Edwards";"O";"be preacher of";"LOCATION";"Northampton";1.0
939;"LOCATION";"Massachusetts";"O";"become";"LOCATION";"U.S";1.0
940;"ORGANIZATION";"Department of Public Health";"O";"be by";"ORGANIZATION";"Massachusetts Supreme Judicial Court";1.0
941;"ORGANIZATION";"Harvard University";"O";"be in";"LOCATION";"Cambridge";1.0
942;"ORGANIZATION";"Supreme Court";"O";"be of";"LOCATION";"United States";1.0
943;"LOCATION";"Kendall Square";"O";"be in";"LOCATION";"Cambridge";1.0
944;"LOCATION";"Massachusetts Bay Colony";"O";"be name in";"LOCATION";"Massachusetts";1.0
945;"ORGANIZATION";"Plymouth Colony";"O";"be in";"LOCATION";"Plymouth Harbor";1.0
946;"PERSON";"John Adams";"O";"be found father of";"LOCATION";"United States";1.0
947;"PERSON";"William cushing";"O";"be chief justice of";"ORGANIZATION";"Supreme Judicial Court";1.0
948;"PERSON";"Adams";"O";"succeed";"LOCATION";"Washington";1.0
949;"LOCATION";"Maine";"O";"separate from";"LOCATION";"Massachusetts";1.0
950;"ORGANIZATION";"Boott Mills";"O";"be in";"LOCATION";"Lowell";1.0
951;"ORGANIZATION";"Sojourner Truth";"O";"live in";"LOCATION";"Springfield";1.0
952;"PERSON";"Frederick Douglass";"O";"live in";"LOCATION";"Boston";1.0
953;"PERSON";"Anthony";"O";"be in";"PERSON";"Adams";1.0
954;"LOCATION";"Charles River";"O";"be in";"LOCATION";"Boston";1.0
955;"PERSON";"John";"O";"be brother of";"PERSON";"Kennedy";1.0
956;"LOCATION";"Massachusetts";"O";"first state in";"LOCATION";"U.S";1.0
957;"ORGANIZATION";"Federal Bureau of Investigation";"ORGANIZATION";"of bureau be";"ORGANIZATION";"FBI";1.0
958;"LOCATION";"Pioneer Valley";"O";"be in";"LOCATION";"Sunderland Massachusetts";1.0
959;"ORGANIZATION";"National Park Service";"O";"also manage";"ORGANIZATION";"Cape Cod National Seashore";1.0
960;"LOCATION";"Massachusetts";"O";"be located along";"LOCATION";"Atlantic Flyway";1.0
961;"LOCATION";"Pond Lower Chandler Pond Maquan Pond Mary";"O";"have";"LOCATION";"Pond Mashpee";1.0
962;"LOCATION";"Massachusetts";"O";"be estimate";"LOCATION";"U.S";1.0
963;"LOCATION";"Massachusetts";"O";"be grow state in";"LOCATION";"New England";1.0
964;"LOCATION";"western Massachusetts";"O";"be on";"LOCATION";"Cape Cod";1.0
965;"LOCATION";"Manhattan";"O";"be in";"LOCATION";"New York City";1.0
966;"LOCATION";"Massachusetts";"O";"be on";"LOCATION";"Cape Cod";1.0
967;"LOCATION";"Boston";"O";"have";"LOCATION";"Chinatown";1.0
968;"LOCATION";"Massachusetts";"O";"become";"LOCATION";"U.S";1.0
969;"LOCATION";"South Shore";"O";"be in";"LOCATION";"Norfolk";1.0
970;"LOCATION";"Mashpee";"O";"be on";"LOCATION";"Cape Cod";1.0
971;"LOCATION";"Kripalu Center";"O";"be in";"LOCATION";"Stockbridge";1.0
972;"LOCATION";"Boston-Logan International Airport";"O";"be airport in";"LOCATION";"New England";1.0
973;"LOCATION";"Massachusetts";"O";"be cranberry-producing state after";"LOCATION";"Wisconsin";1.0
974;"LOCATION";"Connecticut";"O";"be via";"LOCATION";"Hartford";1.0
975;"LOCATION";"South Station";"O";"be in";"LOCATION";"Boston";1.0
976;"ORGANIZATION";"Hanscom Field";"O";"be in";"LOCATION";"Bedford";1.0
977;"ORGANIZATION";"Aeronautics Division";"O";"be of";"ORGANIZATION";"Massachusetts Department of Transportation";1.0
978;"LOCATION";"Logan International Airport";"O";"be in";"LOCATION";"Boston";1.0
979;"LOCATION";"Rhode Island";"O";"be with";"LOCATION";"Greater Boston";1.0
980;"ORGANIZATION";"House of Representatives";"O";"be of";"LOCATION";"United States";1.0
981;"PERSON";"Kennedy";"O";"be over";"PERSON";"Henry Cabot Lodge";1.0
982;"LOCATION";"Massachusetts";"O";"vote for";"ORGANIZATION";"Democratic Party";1.0
983;"LOCATION";"western Massachusetts";"O";"be outside";"LOCATION";"Hampden County";1.0
984;"LOCATION";"Massachusetts";"O";"provide";"PERSON";"Reagan";1.0
985;"PERSON";"John Kerry";"O";"be senator of";"LOCATION";"Massachusetts";1.0
986;"LOCATION";"Massachusetts";"O";"register voter as of";"ORGANIZATION";"February Party Number of Voters percentage unenrolled";1.0
987;"LOCATION";"Walden Pond";"O";"be in";"LOCATION";"Concord Massachusetts";1.0
988;"ORGANIZATION";"Norman Rockwell Museum";"O";"be in";"LOCATION";"Stockbridge";1.0
989;"ORGANIZATION";"Cape Cod Symphony Orchestra";"O";"be in";"LOCATION";"Barnstable";1.0
990;"ORGANIZATION";"Maria Mitchell Association";"O";"be in";"LOCATION";"Nantucket";1.0
991;"LOCATION";"Boston";"O";"have";"ORGANIZATION";"Freedom trail";1.0
992;"ORGANIZATION";"Black Heritage trail";"O";"be in";"LOCATION";"Boston";1.0
993;"LOCATION";"Old Sturbridge Village";"O";"live museum in";"LOCATION";"Massachusetts";1.0
994;"ORGANIZATION";"WGBH-TV";"O";"be in";"LOCATION";"Boston";1.0
995;"LOCATION";"Massachusetts";"O";"be of";"PERSON";"Mitt Romney";1.0
996;"ORGANIZATION";"Harvard";"O";"include";"ORGANIZATION";"Brigham";1.0
997;"ORGANIZATION";"Medical School";"O";"be located in";"LOCATION";"Worcester";1.0
998;"ORGANIZATION";"Boston College";"O";"be of";"ORGANIZATION";"Atlantic Coast Conference";1.0
999;"ORGANIZATION";"FBS Independent University of Massachusetts";"O";"be at";"LOCATION";"Amherst";1.0
1000;"PERSON";"Schwarz";"ORGANIZATION";"be of";"ORGANIZATION";"history of New England Massachusetts Archives Referencesedit";1.0
1001;"PERSON";"Lowell";"O";"put";"LOCATION";"Cambodia";1.0
1002;"ORGANIZATION";"United States House of Representatives";"O";"be in";"LOCATION";"Massachusetts";1.0
